region,tags,age,advance,eu5_modifiers,eu4_modifiers
india_central,NAG,3,abm_nag_invite_maratha_warriors,monthly_army_tradition=0.05,army_tradition=0.5
india_central,NAG,4,abm_nag_light_cav,army_light_cavalry_power=0.10,shock_damage=0.1
india_central,NAG,4,abm_nag_cultivating_the_forest,global_production_efficiency=medium_production_efficiency_bonus,production_efficiency=0.1
india_central,NAG,5,abm_nag_no_cb_best_cb,declaring_war_cost_modifier=-0.10|global_war_score_efficiency=0.15,stability_cost_to_declare_war=-1|unjustified_demands=-0.15
india_central,NAG,6,abm_nag_ideas_ambition,stability_cost_efficiency=0.1,overextension_impact_modifier=-0.1
india_central,MLW,1,abm_mlw_ideas_tradition_1,army_light_infantry_power=0.10,infantry_power=0.1
india_central,MLW,1,abm_mlw_ideas_tradition_2,army_light_infantry_reinforce_cost_modifier=-0.10,infantry_cost=-0.1
india_central,MLW,2,abm_mlw_rajputs_of_malwa,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_central,MLW,2,abm_mlw_nimatnama,tolerance_heathen=1|monthly_prestige=0.05,religious_unity=0.25|prestige=0.5
india_central,MLW,3,abm_mlw_surat_delhi_route,trade_land_efficiency=medium_trade_land_efficiency_bonus,trade_efficiency=0.1
india_central,MLW,3,abm_mlw_fortified_strongholds,fort_limit_modifier=0.20,defensiveness=0.2
india_central,MLW,4,abm_mlw_black_soil,global_max_rgo_size_modifier=0.10,global_trade_goods_size_modifier=0.1
india_central,MLW,4,abm_mlw_reliance_on_jain_bankers,monthly_inflation=-0.001,inflation_reduction=0.1
india_central,MLW,5,abm_mlw_malwa_opium,global_trade_through_owned_territory_efficiency=0.10,global_prov_trade_power_modifier=0.10
india_central,MLW,6,abm_mlw_ideas_ambition,cultures_capacity=1,num_accepted_cultures=1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,1,abm_central_indic_ideas_tradition_1,land_morale_modifier=0.10,land_morale=0.1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,1,abm_central_indic_ideas_tradition_2,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG|KLH|SRG|MSN|RCH,2,abm_securing_defenses_central_indic,global_defensive=0.15,defensiveness=0.15
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,2,abm_tribal_religion_central_indic,tolerance_own=1|pop_join_rebel_threshold=-0.05,religious_unity=0.1|global_unrest=-1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,3,abm_tigers_and_elephants_central_indic,global_hostile_attrition=1,hostile_attrition=1.0
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,3,abm_flexible_caste_central_indic,cultures_capacity=1,num_accepted_cultures=1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,4,abm_raiding_the_plains_central_indic,army_heavy_infantry_power=0.10,infantry_power=0.1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,4,abm_ancient_roots_central_indic,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,5,abm_formalize_relations_with_cheifs_central_indic,tax_income_efficiency=medium_tax_income_efficiency_bonus,global_tax_modifier=0.1
india_central,BST|CHD|GHR|RTP|BGR|NNA|SNA|WRG,6,abm_central_indic_ideas_ambition,global_trades_per_burgher=0.20,merchants=1
india_central,BGK|BND|JJK,1,abm_vindhyan_ideas_tradition_1,cultures_capacity=1,num_accepted_cultures=1
india_central,BGK|BND|JJK,1,abm_vindhyan_ideas_tradition_2,fort_limit_modifier=0.20,fort_maintenance_modifier=-0.2
india_central,BGK|BND|JJK,2,abm_bundelkhandi_rajput_connections,diplomatic_reputation=diplomatic_reputation_mild_bonus,diplomatic_reputation=1
india_central,BGK|BND|JJK,2,abm_forts_of_bundelkhand,defensiveness=defensiveness_mild_bonus,defensiveness=0.15
india_central,BGK|BND|JJK,3,abm_bundelkhandi_sacred_land,tolerance_own=1,tolerance_own=1
india_central,BGK|BND|JJK,3,abm_bundeli_kalam,monthly_prestige=0.10,prestige=1
india_central,BGK|BND|JJK,4,abm_untamed_bundelkhand,global_hostile_attrition=1,hostile_attrition=1
india_central,BGK|BND|JJK,4,abm_bundelkhandi_diamonds,export_efficiency=small_trade_efficiency_bonus|selling_efficiency=small_trade_efficiency_bonus,trade_efficiency=0.1
india_central,BGK|BND|JJK,5,abm_candella_legacy,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_central,BGK|BND|JJK,6,abm_vindhyan_ideas_ambition,army_heavy_cavalry_power=0.10,cavalry_power=0.10
india_central,KLH|SRG|MSN|RCH,1,abm_garjati_ideas_tradition_1,tax_income_efficiency=medium_tax_income_efficiency_bonus,global_tax_modifier=0.1
india_central,KLH|SRG|MSN|RCH,1,abm_garjati_ideas_tradition_2,fort_maintenance_efficiency=0.15,fort_maintenance_modifier=-0.15
india_central,KLH|SRG|MSN|RCH,2,abm_garjati_ancient_mandalas,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_central,KLH|SRG|MSN|RCH,3,abm_garjati_tribal_feudatories,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_central,KLH|SRG|MSN|RCH,3,abm_garjati_extend_tanks_and_reservoirs,global_monthly_prosperity=0.001,development_cost=-0.1
india_central,KLH|SRG|MSN|RCH,4,abm_garjati_jungle_warfare,light_infantry_power=0.10,infantry_power=0.1
india_central,KLH|SRG|MSN|RCH,4,abm_garjati_jagannath_cult,tolerance_own=2,tolerance_own=2
india_central,KLH|SRG|MSN|RCH,5,abm_garjati_patronize_economic_growth,global_max_rgo_size_modifier_in_rural=0.20,global_trade_goods_size_modifier=0.1
india_central,KLH|SRG|MSN|RCH,6,abm_garjati_ideas_ambition,stability_cost_efficiency=0.20,stability_cost_modifier=-0.1
india_deccan,MHR,1,abm_dravidian_ideas_tradition_1,tolerance_own=2,religious_unity=0.33
india_deccan,MHR,1,abm_dravidian_ideas_tradition_2,global_production_efficiency=large_production_efficiency_bonus,production_efficiency=0.1
india_deccan,MHR,2,abm_water_tanks_and_canals,global_estate_max_tax=0.05,global_tax_modifier=0.10
india_deccan,MHR,3,abm_polygar_system,global_manpower_modifier=0.10,global_manpower_modifier=0.10
india_deccan,MHR,3,abm_south_indian_mercenaries,mercenary_maintenance_efficiency=0.15,merc_maintenance_modifier=-0.15
india_deccan,MHR,4,abm_patronage_of_temples,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_deccan,MHR,4,abm_south_indian_literature,monthly_prestige=0.10,prestige=1
india_deccan,MHR,5,abm_merchant_capitalists,global_merchant_power=0.20,merchants=1
india_deccan,MHR,6,abm_dravidian_ideas_ambition,trade_efficiency=0.10,trade_efficiency=0.10
india_deccan,DBD,1,abm_cey_ideas_tradition_1,global_defensive=0.10,defensiveness=0.1
india_deccan,DBD,1,abm_cey_ideas_tradition_2,trade_sea_efficiency=medium_trade_sea_efficiency_bonus,trade_efficiency=0.1
india_deccan,DBD,2,abm_gabadagam,tax_income_efficiency=medium_tax_income_efficiency_bonus,global_tax_modifier=0.10
india_deccan,DBD,2,abm_sinhalese_sandesas,monthly_prestige=0.10,prestige=1
india_deccan,DBD,3,abm_pearl_of_the_indian_ocean,global_merchant_power=0.20,merchants=1
india_deccan,DBD,3,abm_cey_centre_of_learning,monthly_diplomats=0.10,diplomatic_reputation=1
india_deccan,DBD,4,abm_cey_cinnamon,global_pepper_output_modifier=0.20,global_trade_goods_size_modifier=0.1
india_deccan,DBD,4,abm_cey_growth_of_new_castes,global_production_efficiency=large_production_efficiency_bonus,production_efficiency=0.1
india_deccan,DBD,5,abm_sinhalese_guerilla_warfare,global_hostile_attrition=1,hostile_attrition=1.0
india_deccan,DBD,6,abm_cey_ideas_ambition,global_trade_center_power=0.10,global_own_trade_power=0.1
india_deccan,YDR|KPL|RDY,1,abm_telugu_ideas_tradition_1,global_defensive=0.20,defensiveness=0.2
india_deccan,YDR|KPL|RDY,1,abm_telugu_ideas_tradition_2,mercenary_maintenance_cost=-0.15,merc_maintenance_modifier=-0.15
india_deccan,YDR|KPL|RDY,2,abm_yor_patronize_telugu_literature,monthly_prestige=0.10,prestige=1
india_deccan,YDR|KPL|RDY,2,abm_yor_telugu_warrior_aristocrats,monthly_army_tradition=0.05,army_tradition=0.5
india_deccan,YDR|KPL|RDY,3,abm_yor_kakatiya_legacy,tax_income_efficiency=0.10,global_tax_modifier=0.1
india_deccan,YDR|KPL|RDY,3,abm_yor_great_forts_of_the_east,fort_maintenance_cost=-0.15,fort_maintenance_modifier=-0.15
india_deccan,YDR|KPL|RDY,4,abm_yor_legend_of_prataparudra,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_deccan,YDR|KPL|RDY,4,abm_yor_diamond_mines_of_kollur,global_production_efficiency=0.10,production_efficiency=0.1
india_deccan,YDR|KPL|RDY,5,abm_yor_encourage_coromandel_trade,global_trade_center_power=0.10,global_own_trade_power=0.1
india_deccan,YDR|KPL|RDY,6,abm_telugu_ideas_ambition,global_manpower_modifier=0.10,global_manpower_modifier=0.1
india_deccan,MAB|TNK|SMV|JFN,1,abm_malabari_ideas_tradition_1,global_max_rgo_size_modifier=0.10,global_trade_goods_size_modifier=0.1
india_deccan,MAB|TNK|SMV|JFN,1,abm_malabari_ideas_tradition_2,mercenary_maintenance_efficiency=0.15,merc_maintenance_modifier=-0.15
india_deccan,MAB|TNK|SMV|JFN|MHR,2,abm_merchants_of_southern_india,trade_range_modifier=0.20,
india_deccan,MAB|TNK|SMV|JFN,2,abm_malabari_cultural_melting_pot,court_spending_efficiency=0.10,advisor_cost=-0.1
india_deccan,MAB|TNK|SMV|JFN,3,abm_malabari_kerala_school,research_speed_modifier=0.05,technology_cost=-0.05
india_deccan,MAB|TNK|SMV|JFN,3,abm_malabari_trade_factors,global_merchant_power=0.20,merchants=1
india_deccan,MAB|TNK|SMV|JFN,4,abm_malabari_control_inland,global_trade_through_owned_territory_efficiency=0.15,global_prov_trade_power_modifier=0.15
india_deccan,MAB|TNK|SMV|JFN,4,abm_malabari_mapilla_sailors,monthly_navy_tradition=0.1,navy_tradition=1
india_deccan,MAB|TNK|SMV|JFN,5,abm_malabari_land_of_elephants,pop_join_rebel_threshold=-0.05,global_unrest=-1
india_deccan,MAB|TNK|SMV|JFN,6,abm_malabari_ideas_ambition,global_trade_center_power=0.10,global_trade_power=0.1
india_deccan,MYS|AHM,1,abm_mys_ideas_tradition_1,land_morale_modifier=0.10,land_morale=0.1
india_deccan,MYS|AHM,1,abm_mys_ideas_tradition_2,train_general_cost_modifier=-0.10|train_admiral_cost_modifier=-0.10,leader_cost=-0.10
india_deccan,MYS|AHM,2,abm_mys_unification_of_mysore,global_integration_speed_modifier=0.10,core_creation=-0.1
india_deccan,MYS|AHM,2,abm_mys_patronize_kannada_literature,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_deccan,MYS|AHM,3,abm_mys_religious_tolerance,tolerance_heathen=2,tolerance_heathen=2
india_deccan,MYS|AHM,3,abm_mys_reform_silk_industry,global_max_rgo_size_modifier_in_non_rural=0.20,global_trade_goods_size_modifier=0.1
india_deccan,MYS|AHM,4,abm_mys_rockets,army_light_infantry_power=0.10|army_light_cavalry_power=0.10,fire_damage=0.1
india_deccan,MYS|AHM,4,abm_mys_reform_mysorean_army,government_reform_slots=1,free_mil_policy=1
india_deccan,MYS|AHM,5,abm_mys_dynamic_diplomacy,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_deccan,MYS|AHM,6,abm_mys_ideas_ambition,discipline=0.05,discipline=0.05
india_deccan,BAH,1,abm_bah_ideas_tradition_1,army_heavy_cavalry_power=0.10,cavalry_power=0.1
india_deccan,BAH,1,abm_bah_ideas_tradition_2,monthly_army_tradition=0.05,army_tradition=0.5
india_deccan,BAH,2,abm_gharbians,global_manpower_modifier=0.10,manpower_recovery_speed=0.1
india_deccan,BAH,2,abm_legacy_of_gisu_daraz,tolerance_own=1|monthly_prestige=0.05,religious_unity=0.25|prestige=0.5
india_deccan,BAH,3,abm_dakani_language,culture_capacity=1,num_accepted_cultures=1
india_deccan,BAH,3,abm_karimis,trade_efficiency=0.10,trade_efficiency=0.1
india_deccan,BAH,4,abm_takht_e_firoza,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_deccan,BAH,4,abm_bahmani_primogeniture,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_deccan,BAH,5,abm_madrasa_of_mahmud_gawan,government_size=1,idea_cost=-0.1
india_deccan,BAH,6,abm_bah_ideas_ambition,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_deccan,DEC,1,abm_deccani_muslim_ideas_tradition_1,army_light_cavalry_power=0.10,cavalry_power=0.1
india_deccan,DEC,1,abm_deccani_muslim_ideas_tradition_2,cultures_capacity_modifier=0.20,num_accepted_cultures=1
india_deccan,DEC,2,abm_dec_legacy_of_bahmanis,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_deccan,DEC,2,abm_dec_deccani_identity,country_cabinet_efficiency=0.10,idea_cost=-0.10
india_deccan,DEC,3,abm_dec_brahmin_administrators,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_deccan,DEC,3,abm_dec_habshis,army_heavy_infantry_power=0.10,infantry_power=0.1
india_deccan,DEC,4,abm_dec_bargi_giri,army_light_cavalry_power=0.10,cavalry_flanking=0.5
india_deccan,DEC,4,abm_dec_marathi_cultivators,global_production_efficiency=large_production_efficiency_bonus,production_efficiency=0.1
india_deccan,DEC,5,abm_dec_marathi_habshi_state,government_size=1,advisor_cost=-0.1
india_deccan,DEC,6,abm_deccani_muslim_ideas_ambition,global_manpower_modifier=0.10,global_manpower_modifier=0.1
india_deccan,JWR|VND|DGL|GOA,1,abm_jaj_ideas_tradition_1,allow_privateers_slave_raid=yes,may_perform_slave_raid=yes
india_deccan,JWR|VND|DGL|GOA,1,abm_jaj_ideas_tradition_2,navy_light_ship_build_cost_modifier=-0.20,light_ship_cost=-0.20
india_deccan,JWR|VND|DGL|GOA,2,abm_goma,tolerance_heathen=3,tolerance_heathen=3
india_deccan,JWR|VND|DGL|GOA,2,abm_siddi_seamanship,monthly_navy_tradition=0.1|global_sailors_modifier=0.1,navy_tradition=1|sailor_maintenance_modifer=-0.1
india_deccan,JWR|VND|DGL|GOA,3,abm_fortress_of_janjira,global_defensive=0.15,defensiveness=0.15
india_deccan,JWR|VND|DGL|GOA,3,abm_siddi_diaspora,global_manpower_modifier=0.10,global_manpower_modifier=0.1
india_deccan,JWR|VND|DGL|GOA,4,abm_siddi_diplomacy,monthly_diplomats=0.10,diplomats=1
india_deccan,JWR|VND|DGL|GOA,4,abm_siddi_konkani_trade,trade_sea_efficiency=medium_trade_sea_efficiency_bonus,trade_efficiency=0.1
india_deccan,JWR|VND|DGL|GOA,5,abm_siddi_expansion_of_navy,navy_maintenance_efficiency=0.1,naval_maintenance_modifier=-0.10
india_deccan,JWR|VND|DGL|GOA,6,abm_jaj_ideas_ambition,naval_morale_modifier=0.15,naval_morale=0.15
india_hindustan,NPL,1,abm_npl_ideas_tradition_1,army_maintenance_efficiency=0.20,land_forcelimit_modifier=0.25
