tag,name,file,culture,religion
#CNO,,andes.txt,chono_culture,umina_religion
#BAU,,andes.txt,baure_culture,zemi_religion
#ALC,,andes.txt,warpe_culture,yastay_religion
#MYC,,andes.txt,warpe_culture,yastay_religion
#PHE,,andes.txt,pikumche_culture,tain_feyentun_religion
#CPU,,andes.txt,pazioca_culture,yastay_religion
#CYC,,andes.txt,pazioca_culture,yastay_religion
#CCH,,andes.txt,pazioca_culture,yastay_religion
#QIM,,andes.txt,pazioca_culture,yastay_religion
#QTR,,andes.txt,licanantay_culture,cebil_religion
YEM,Yemen,arabia.txt,yemeni_culture,sunni
JRW,Jarwanids,arabia.txt,bahrani_culture,shia
OMA,Oman,arabia.txt,omani_culture,ibadi
MEC,Mecca,arabia.txt,hijazi_culture,shia
SHM,Shammar,arabia.txt,najdi_culture,sunni
ANZ,Anizah,arabia.txt,najdi_culture,sunni
#SKH,Sakher,arabia.txt,najdi_culture,sunni
#HWT,Huwaitat,arabia.txt,najdi_culture,sunni
#DFR,Al-Dhafeer,arabia.txt,najdi_culture,sunni
#AWZ,Al-Awazem,arabia.txt,najdi_culture,sunni
#BLL,Bali tribe,arabia.txt,najdi_culture,sunni
HUT,Hutaym,arabia.txt,najdi_culture,sunni
HRB,Harb,arabia.txt,hijazi_culture,sunni
MUT,Mutayr,arabia.txt,najdi_culture,sunni
#JUH,Juhaynah,arabia.txt,najdi_culture,sunni
UTB,Utaybah,arabia.txt,hijazi_culture,sunni
DWS,Dawasir,arabia.txt,najdi_culture,sunni
QHT,Qahtan,arabia.txt,yemeni_culture,shia
SBY,Subay,arabia.txt,hijazi_culture,shia
MRH,Al Murrah,arabia.txt,najdi_culture,sunni
YAM,Yam,arabia.txt,yemeni_culture,shia
YAS,Yas,arabia.txt,kaliji_culture,sunni
#GMD,Ghamd,arabia.txt,najdi_culture,sunni
#ZHR,Zahran,arabia.txt,najdi_culture,sunni
MDA,Medina,arabia.txt,hijazi_culture,shia
KLB,Banu Kilab,arabia.txt,najdi_culture,sunni
AAD,Al A'idh,arabia.txt,najdi_culture,sunni
BNL,Banu Lam,arabia.txt,najdi_culture,sunni
AZF,Al-Zafir,arabia.txt,najdi_culture,sunni
ZIB,Zi'b,arabia.txt,najdi_culture,sunni
DHF,Dhofar,arabia.txt,dhofari_culture,sunni
#ACX,Acaxee,aridoamerica.txt,acaxee_culture,cahita_religion
#COP,Cocopa,aridoamerica.txt,cocopa_culture,yuman_religion
#GUC,Guachichil,aridoamerica.txt,guachichil_culture,chichimecah_religion
#YRM,Mayo (Yoreme),aridoamerica.txt,mayo_culture,cahita_religion
#EUD,Eudeve,aridoamerica.txt,opata_culture,cahita_religion
#TGU,Tegüis,aridoamerica.txt,opata_culture,cahita_religion
#JOV,Jovas,aridoamerica.txt,opata_culture,cahita_religion
#TEG,Tegüima,aridoamerica.txt,opata_culture,cahita_religion
#CNH,Caüinachis,aridoamerica.txt,opata_culture,cahita_religion
#PIM,Akimel o'odham (Upper Pima/River Pima),aridoamerica.txt,pima_culture,cahita_religion
#HHK,Hohokam,aridoamerica.txt,hohokam_culture,cahita_religion
#SOB,Sobaipuri (Upper Pima),aridoamerica.txt,pima_culture,cahita_religion
#TOO,Tohono O'odham (Upper Pima/Desert Pima),aridoamerica.txt,pima_culture,cahita_religion
#OOB,O'ob (Lower Pima),aridoamerica.txt,pima_culture,cahita_religion
#RAR,Rarámuri,aridoamerica.txt,raramuri_culture,cahita_religion
#YAQ,Yaqui (Yoreme),aridoamerica.txt,yaqui_culture,cahita_religion
#HOP,Hopi,aridoamerica.txt,hopi_culture,kachina_religion
#DNE,Diné,aridoamerica.txt,dine_culture,dene_shamanism
#ZNI,Zuni,aridoamerica.txt,zuni_culture,kachina_religion
TEY,,aridoamerica.txt,tanoan_culture,kachina_religion
ISL,,aridoamerica.txt,keres_culture,kachina_religion
ACO,,aridoamerica.txt,keres_culture,kachina_religion
KER,,aridoamerica.txt,keres_culture,kachina_religion
TNN,,aridoamerica.txt,tanoan_culture,kachina_religion
TAO,,aridoamerica.txt,tanoan_culture,kachina_religion
TST,,aridoamerica.txt,tanoan_culture,kachina_religion
OHK,,aridoamerica.txt,tanoan_culture,kachina_religion
#TTR,Totorame,aridoamerica.txt,totorame_culture,nahuatl
#XIX,Xixime,aridoamerica.txt,xixime_culture,cahita_religion
#TAE,Tahue,aridoamerica.txt,tahue_culture,cahita_religion
#GUV,Guasave,aridoamerica.txt,guasave_culture,guasave_religion
#TPH,Tepehuan,aridoamerica.txt,tepehuan_culture,tepehuan_religion
#XUM,Xumanos,aridoamerica.txt,xumani_culture,kachina_religion
#TML,Tamauliteco,aridoamerica.txt,tamauliteco_culture,coahuilteco_religion
#KIH,K'itaish,aridoamerica.txt,kitsai_culture,mississippian_ceremonial
#HTS,,aridoamerica.txt,ancestral_pueblo_culture,kachina_religion
#NUW,,aridoamerica.txt,nuwuvi_culture,paiute_shamanism
#NWV,,aridoamerica.txt,nuwuvu_culture,paiute_shamanism
LIV,,baltics.txt,german_baltic,catholic
TEU,,baltics.txt,prussian,catholic
ERM,,baltics.txt,prussian,catholic
CHL,,baltics.txt,prussian,catholic
PMS,,baltics.txt,prussian,catholic
SMD,,baltics.txt,prussian,catholic
BIO,,baltics.txt,german_baltic,catholic
KUR,,baltics.txt,german_baltic,catholic
BID,,baltics.txt,german_baltic,catholic
RIG,,baltics.txt,german_baltic,catholic
ARR,,baltics.txt,liv,catholic
#KRL,,baltics.txt,karelian,muinaisusko
LIT,,baltics.txt,aukstaitian,romuva
SXM,,baltics.txt,samogitian,romuva
SGN,Sonargaon,bengal.txt,bengali,sunni
GAU,Gaur,bengal.txt,bengali,sunni
STN,Saptagram,bengal.txt,bengali,sunni
AHO,Ahom,bengal.txt,tai_nua_culture,satsana_phi
KMA,Kamata,bengal.txt,kamarupi,hindu
DIM,Dimasa,bengal.txt,dimasa_culture,dimasa_religion
TWI,Twipra,bengal.txt,tripuri_culture,hindu
CUT,Chutia,bengal.txt,chutia_culture,chutia_religion
JNT,Jaintia,bengal.txt,khasi_culture,hindu
TRF,Taraf,bengal.txt,bengali,sunni
LUR,Laur,bengal.txt,bengali,hindu
BHP,Mallabhum/Bishnupur,bengal.txt,bengali,hindu
CER,Chero,bengal.txt,bhojpuri_culture,hindu
UJJ,Ujjainiya,bengal.txt,bhojpuri_culture,hindu
RKS,Raksel,bengal.txt,nagpuri_culture,hindu
ONW,Oiniwar,bengal.txt,maithili_culture,hindu
KKR,Khokhra,bengal.txt,nagpuri_culture,hindu
GWL,Garhwal,bengal.txt,garhwali,hindu
KHS,Khasa,bengal.txt,khas_culture,hindu
KMN,Kumaon,bengal.txt,kumaoni,hindu
KTU,Kathmandu,bengal.txt,newar_culture,tibetan_buddhism
DTI,Doti,bengal.txt,kumaoni,hindu
SRM,Nahan/Sirmur,bengal.txt,garhwali,hindu
JBL,Jubbal,bengal.txt,kangri,hindu
LWA,Limbuwan,bengal.txt,limbu_culture,hindu
CDD,Chaundandi,bengal.txt,newar_culture,hindu
DGL,Maldives,bengal.txt,dhivehi_culture,sunni
#KUI,Kuikuro,brasil.txt,kuikuro_culture,akinha_ekugu_religion
#MRJ,Marajoara,brasil.txt,marajo_culture,doi_wahire_religion
#TPA,Tupinamba,brasil.txt,tupinamba_culture,namandu_religion
#TPQ,Tupiniquim,brasil.txt,tupiniquim_culture,namandu_religion
#CRJ,,brasil.txt,kaxixo_culture,tunpa_religion
#NDV,,brasil.txt,ava_culture,tunpa_religion
#KIO,,brasil.txt,ava_culture,tunpa_religion
#XTA,,brasil.txt,xeta_culture,namandu_religion
#AVA,,brasil.txt,ava_culture,tunpa_religion
#GCZ,,brasil.txt,guaitaka_culture,doi_wahire_religion
#AIM,,brasil.txt,kren_culture,doi_wahire_religion
#KRR,,brasil.txt,kiriri_culture,jurema_religion
#CAE,,brasil.txt,kaete_culture,namandu_religion
#SUC,,brasil.txt,tarairiu_culture,jurema_religion
#POT,,brasil.txt,potiguara_culture,namandu_religion
ENG,,british_isles.txt,english,catholic
SCO,,british_isles.txt,scottish,catholic
SBL,,british_isles.txt,scottish,catholic
CLA,,british_isles.txt,irish,catholic
CLR,,british_isles.txt,anglo_irish,catholic
CWM,,british_isles.txt,anglo_irish,catholic
ULS,,british_isles.txt,anglo_irish,catholic
ORD,Ormond,british_isles.txt,anglo_irish,catholic
DMS,Desmond,british_isles.txt,anglo_irish,catholic
KID,Kildare,british_isles.txt,anglo_irish,catholic
BEA,Beare,british_isles.txt,irish,catholic
CMA,,british_isles.txt,irish,catholic
UMH,,british_isles.txt,irish,catholic
OSS,,british_isles.txt,irish,catholic
MCM,,british_isles.txt,irish,catholic
OIL,,british_isles.txt,irish,catholic
AMA,,british_isles.txt,irish,catholic
DHM,,british_isles.txt,northumbrian,catholic
CET,,british_isles.txt,english,catholic
LAN,,british_isles.txt,northumbrian,catholic
CNN,,british_isles.txt,irish,catholic
MTH,,british_isles.txt,irish,catholic
ANN,,british_isles.txt,irish,catholic
PLE,,british_isles.txt,anglo_irish,catholic
WLS,,british_isles.txt,welsh,catholic
TYR,,british_isles.txt,irish,catholic
AMH,,british_isles.txt,irish,catholic
INI,,british_isles.txt,irish,catholic
LEI,,british_isles.txt,irish,catholic
TRY,,british_isles.txt,irish,catholic
KEE,,british_isles.txt,irish,catholic
GLS,,british_isles.txt,scottish,catholic
IVG,,british_isles.txt,irish,catholic
HYM,,british_isles.txt,irish,catholic
IMA,,british_isles.txt,irish,catholic
DCI,,british_isles.txt,anglo_irish,catholic
TGH,Tireragh,british_isles.txt,irish,catholic
ELY,Ely,british_isles.txt,irish,catholic
FCL,Firceall,british_isles.txt,irish,catholic
LOI,,british_isles.txt,norse_gael,catholic
FMA,,british_isles.txt,irish,catholic
BFN,,british_isles.txt,irish,catholic
CVN,,british_isles.txt,irish,catholic
MYO,,british_isles.txt,anglo_irish,catholic
THO,,british_isles.txt,irish,catholic
SLN,,british_isles.txt,irish,catholic
FLY,,british_isles.txt,irish,catholic
CRN,,british_isles.txt,cornish,catholic
GWR,,british_isles.txt,welsh,catholic
GMG,,british_isles.txt,welsh,catholic
MAC,,british_isles.txt,welsh,catholic
AUD,,british_isles.txt,welsh,catholic
BRO,,british_isles.txt,welsh,catholic
POS,,british_isles.txt,welsh,catholic
EWY,,british_isles.txt,welsh,catholic
CMS,,british_isles.txt,welsh,catholic
PMB,,british_isles.txt,welsh,catholic
DEN,,british_isles.txt,welsh,catholic
GDD,,british_isles.txt,welsh,catholic
PWS,,british_isles.txt,welsh,catholic
DHB,,british_isles.txt,welsh,catholic
MWG,,british_isles.txt,welsh,catholic
BCN,,british_isles.txt,welsh,catholic
GWT,,british_isles.txt,welsh,catholic
MNN,,british_isles.txt,norse_gael,catholic
ORK,,british_isles.txt,norn_culture,catholic
MOY,,british_isles.txt,scottish,catholic
ROS,,british_isles.txt,highland,catholic
NOL,,british_isles.txt,northumbrian,catholic
GLY,,british_isles.txt,norse_gael,catholic
#TRT,,canadian.txt,taontaenrat_culture,iroquoian_totemism
#AGW,,canadian.txt,attignawantan_culture,iroquoian_totemism
#ARN,,canadian.txt,arendaronon_culture,iroquoian_totemism
#ATG,,canadian.txt,attigneenongnahac_culture,iroquoian_totemism
#ATC,,canadian.txt,ataronchronon_culture,iroquoian_totemism
#ADR,,canadian.txt,aondironon_culture,iroquoian_totemism
#ONG,,canadian.txt,onghniaahra_culture,iroquoian_totemism
#TIO,,canadian.txt,tionontate_culture,iroquoian_totemism
#OSG,,canadian.txt,osheaga_culture,iroquoian_totemism
#MAS,,canadian.txt,maisouna_culture,iroquoian_totemism
#STD,,canadian.txt,stadaconan_culture,iroquoian_totemism
#AGJ,,canadian.txt,agojuda_culture,iroquoian_totemism
#SOK,,canadian.txt,western_abenaki_culture,midewiwin_religion
#PNS,,canadian.txt,eastern_abenaki_culture,midewiwin_religion
#MLS,,canadian.txt,wolastoqiyik_culture,midewiwin_religion
#AKW,,canadian.txt,atikamekw_culture,midewiwin_religion
#TMG,,canadian.txt,timiscaming_culture,midewiwin_religion
#ABT,,canadian.txt,abitibi_culture,midewiwin_religion
#OJI,,canadian.txt,ojibwe_culture,midewiwin_religion
#ODW,,canadian.txt,odawa_culture,midewiwin_religion
#NPS,,canadian.txt,nipissing_culture,midewiwin_religion
#MSG,,canadian.txt,missisage_culture,midewiwin_religion
#MIK,,canadian.txt,mikmaq_culture,midewiwin_religion
#PEN,,canadian.txt,penobscot_culture,midewiwin_religion
#PQD,,canadian.txt,passamaquoddy_culture,midewiwin_religion
#WSK,,canadian.txt,weskarini_culture,midewiwin_religion
#KSP,,canadian.txt,kichesipirini_culture,midewiwin_religion
HUN,,carpathia.txt,hungarian,catholic
WAL,,carpathia.txt,wallachian,orthodox
MOL,,carpathia.txt,moldovan,orthodox
BIA,,carpathia.txt,moldovan,orthodox
BLD,,carpathia.txt,moldovan,orthodox
HTN,,carpathia.txt,moldovan,orthodox
HSC,,carpathia.txt,moldovan,orthodox
IAS,,carpathia.txt,moldovan,orthodox
SRC,,carpathia.txt,moldovan,orthodox
SSI,,carpathia.txt,moldovan,orthodox
TRA,,carpathia.txt,hungarian,catholic
GEO,Georgia,caucasus.txt,georgian_culture,orthodox
AAI,Alastani,caucasus.txt,georgian_culture,orthodox
IME,Imereti,caucasus.txt,georgian_culture,orthodox
SME,Samtskhe,caucasus.txt,georgian_culture,orthodox
SRV,Shirvan,caucasus.txt,adhari_culture,sunni
AVR,Avaria,caucasus.txt,avar_culture,sunni
TRK,Shamkhalate of Tarki,caucasus.txt,kumyk_culture,sunni
ARM,Armenia,caucasus.txt,armenian_culture,miaphysite
AMB,Amberd,caucasus.txt,armenian_culture,miaphysite
VDZ,Vayots Dzor,caucasus.txt,armenian_culture,miaphysite
CIR,Circassia,caucasus.txt,circassian_culture,orthodox
CPA,Copa,caucasus.txt,circassian_culture,orthodox
HTY,Hatukay,caucasus.txt,circassian_culture,orthodox
HYT,Hytuk,caucasus.txt,circassian_culture,orthodox
KDA,Kabardia,caucasus.txt,circassian_culture,orthodox
KIP,Kipike,caucasus.txt,circassian_culture,orthodox
TEM,Temirgoy,caucasus.txt,circassian_culture,orthodox
SKI,Shaki,caucasus.txt,lezgin_culture,sunni
KCN,Khachen,caucasus.txt,armenian_culture,miaphysite
SYU,Syunik,caucasus.txt,armenian_culture,miaphysite
ALN,Alania,caucasus.txt,alan_culture,orthodox
DZK,Durdzuketia,caucasus.txt,nakh_culture,vainakh_paganism
SMS,Simsir,caucasus.txt,nakh_culture,orthodox
KAI,Kaitag,caucasus.txt,dargin_culture,orthodox
LEK,Lekhia,caucasus.txt,lezgin_culture,lezgin_paganism
RUT,Rutul,caucasus.txt,lezgin_culture,lezgin_paganism
TBA,Tabasaran,caucasus.txt,lezgin_culture,lezgin_paganism
ABRIN,Yerezrum,caucasus.txt,armenian_culture,miaphysite
#HAA,,central_north_america.txt,haaninin_culture,midewiwin_religion
#ASH,,central_north_america.txt,ashalaho_culture,great_plains_shamanism
#ASP,,central_north_america.txt,ashshipite_culture,great_plains_shamanism
#KTK,kitikitish,central_north_america.txt,kitikitish_culture,great_plains_shamanism
#TVY,taovaya,central_north_america.txt,taovaya_culture,great_plains_shamanism
#PTW,pitahwarita,central_north_america.txt,pitahwarita_culture,great_plains_shamanism
#KIA,kitkehaki,central_north_america.txt,kitkehaki_culture,great_plains_shamanism
#SII,Skiri,central_north_america.txt,skiri_culture,great_plains_shamanism
#TSW,tsawi,central_north_america.txt,tsawi_culture,great_plains_shamanism
#SHH,sahnish,central_north_america.txt,sahnish_culture,great_plains_shamanism
#NUE,nueta,central_north_america.txt,nueta_culture,great_plains_shamanism
#HIR,hiraaca,central_north_america.txt,hiraaca_culture,great_plains_shamanism
#PCH,pacaha,central_north_america.txt,tunica_culture,mississippian_ceremonial
#CSQ,casqui,central_north_america.txt,yazoo_culture,mississippian_ceremonial
#ANL,anilco,central_north_america.txt,tiou_culture,mississippian_ceremonial
#COL,coligua,central_north_america.txt,koroa_culture,mississippian_ceremonial
#CYS,cayas,central_north_america.txt,cayas_culture,mississippian_ceremonial
#CTI,chitimacha,central_north_america.txt,chitimacha_culture,mississippian_ceremonial
#BYG,bayagoula,central_north_america.txt,bayagoula_culture,mississippian_ceremonial
#NST,nashitush,central_north_america.txt,caddo_culture,mississippian_ceremonial
#AVY,avoyel,central_north_america.txt,avoyel_culture,mississippian_ceremonial
#KDW,kadawdaachuh,central_north_america.txt,caddo_culture,mississippian_ceremonial
#TUA,Tula,central_north_america.txt,tula_culture,mississippian_ceremonial
#ISH,,central_north_america.txt,atakapa_culture,atakapa_religion
#QMG,,central_north_america.txt,quasmigdo_culture,atakapa_religion
#TWK,,central_north_america.txt,tawakoni_culture,mississippian_ceremonial
#CAD,Caddo,central_north_america.txt,caddo_culture,mississippian_ceremonial
#HNO,,central_north_america.txt,hinonoeino_culture,midewiwin_religion
#NWN,,central_north_america.txt,nanwuinenan_culture,midewiwin_religion
#NDA,,central_north_america.txt,nakoda_culture,great_plains_shamanism
#LKT,,central_north_america.txt,lahkota_culture,great_plains_shamanism
#IKW,,central_north_america.txt,ithanktunwanna_culture,great_plains_shamanism
#IUW,,central_north_america.txt,ithanktunwan_culture,great_plains_shamanism
#NCH,,central_north_america.txt,niuachi_culture,mississippian_ceremonial
#NKW,,central_north_america.txt,nakawe_culture,midewiwin_religion
#TTS,,central_north_america.txt,tsetsehesahese_culture,midewiwin_religion
#SOO,,central_north_america.txt,sotaeoo_culture,midewiwin_religion
#BKT,,central_north_america.txt,bdewekhantunwan_culture,mississippian_ceremonial
#STW,,central_north_america.txt,sisithunwan_culture,mississippian_ceremonial
#WKH,,central_north_america.txt,wahpekhute_culture,mississippian_ceremonial
#WPW,,central_north_america.txt,wahpetunwan_culture,mississippian_ceremonial
#WGH,,central_north_america.txt,waghtochtatta_culture,mississippian_ceremonial
KUS,,centralamerica.txt,pipil_culture,nahuatl
QUA,,centralamerica.txt,pipil_culture,nahuatl
#LNC,Lenca,centralamerica.txt,lenca_culture,lenca_religion
#XIN,Xinca,centralamerica.txt,xinka_culture,mayan
#GAR,Garabito,centralamerica.txt,huetar_culture,wan_aisa_religion
#GUO,Guarco,centralamerica.txt,huetar_culture,wan_aisa_religion
#PAC,Pacaca,centralamerica.txt,huetar_culture,wan_aisa_religion
#NEK,Nekok Yaotl,centralamerica.txt,chorotega_culture,mesoamerican
#CTO,Coto,centralamerica.txt,boruca_culture,suwo_religion
#TRC,Tariaca,centralamerica.txt,huetar_culture,wan_aisa_religion
#CBC,Cabecar,centralamerica.txt,cabecar_culture,suwo_religion
#MOX,Moxo,chaco.txt,moxo_culture,zemi_religion
#MPC,Mapuche,chaco.txt,mapuche_culture,tain_feyentun_religion
#CUA,Charrua,chaco.txt,charrua_culture,tunpa_religion
TAI,,colombia.txt,tayrona_culture,naoma_religion
ZIP,,colombia.txt,muisca_culture,muisca_religion
ZAQ,,colombia.txt,muisca_culture,muisca_religion
#ZEN,Zenú,colombia.txt,sinu_culture,sinu_religion
#QBY,Quimbaya,colombia.txt,quimbaya_culture,zemi_religion
#GYP,Guayupe,colombia.txt,guayupe_culture,muisca_religion
#CMG,Cumanagoto,colombia.txt,cumanagoto_culture,zemi_religion
#PMN,Pemon,colombia.txt,pemon_culture,zemi_religion
#CUC,Cuica,colombia.txt,cuicas_culture,muisca_religion
#TTY,Tatuy,colombia.txt,tatuy_culture,muisca_religion
#THM,Tahamíes,colombia.txt,tahami_culture,chibcha_religion
#NUT,Nutabes,colombia.txt,nutabe_culture,chibcha_religion
#PIJ,Pijao,colombia.txt,pijao_culture,nacuco_religion
#COY,Coyaima,colombia.txt,pijao_culture,nacuco_religion
#TAM,Tama,colombia.txt,tama_culture,yage_religion
#CIM,Calima,colombia.txt,calima_culture,chibcha_religion
#PUB,Puben,colombia.txt,puben_culture,chibcha_religion
#CML,Chimila,colombia.txt,ette_ennaka_culture,chibcha_religion
#TNO,,colombia.txt,taino_culture,zemi_religion
#MAE,,colombia.txt,taino_culture,zemi_religion
#MGU,,colombia.txt,taino_culture,zemi_religion
#JRG,,colombia.txt,taino_culture,zemi_religion
#HGY,,colombia.txt,taino_culture,zemi_religion
#GAY,,colombia.txt,taino_culture,zemi_religion
#BRK,,colombia.txt,taino_culture,zemi_religion
#CBO,,colombia.txt,ciboney,zemi_religion
#LCY,,colombia.txt,lucayo,zemi_religion
#MCX,,colombia.txt,macorix_culture,zemi_religion
#CGY,,colombia.txt,ciguayo_culture,zemi_religion
#IGR,,colombia.txt,igneri,zemi_religion
#KGN,,colombia.txt,carib,zemi_religion
AAL,,crescent.txt,najdi_culture,sunni
AMR,,crescent.txt,najdi_culture,sunni
DGE,,crescent.txt,turkoman_culture,sunni
FDL,,crescent.txt,najdi_culture,sunni
JAL,,crescent.txt,mongolian_culture,sunni
HLL,,crescent.txt,hijazi_culture,shia
KOJ,,crescent.txt,french,catholic
ARD,,crescent.txt,kurdish_culture,sunni
ATZ,,crescent.txt,armenian_culture,miaphysite
DML,,crescent.txt,kurdish_culture,yazidism
HBN,,crescent.txt,kurdish_culture,sunni
HDR,,crescent.txt,kurdish_culture,sunni
HNY,,crescent.txt,kurdish_culture,sunni
IHB,,crescent.txt,talysh_culture,shia
KLR,,crescent.txt,kurdish_culture,sunni
KTW,,crescent.txt,kurdish_culture,sunni
KEL,,crescent.txt,kurdish_culture,sunni
KKL,,crescent.txt,adhari_culture,sunni
KRI,,crescent.txt,kurdish_culture,sunni
MKW,,crescent.txt,kurdish_culture,sunni
RKL,,crescent.txt,kurdish_culture,sunni
SLI,,crescent.txt,kurdish_culture,sunni
