category,eu5_modifier,eu5_desc,eu4_modifier,eu4_desc
administrative,global_peasants_estate_power,This impacts the estate_power of the peasants_estate in the entire country.,all_estate_possible_privileges,All Estate Possible Privileges
administrative,government_reform_slots,This impacts how many government_reforms a country can have.,yearly_government_power,Yearly Government Power
administrative,prestige_decay,"This impacts the decay towards #V 0#! prestige, where the decay is a percentage of the current prestige.",prestige_decay,Prestige Decay
administrative,revoke_privilege_cost_modifier,This impacts how much it costs to revoke an estate_privilege.,all_estate_possible_privileges,All Estate Possible Privileges
administrative,stability_decay,"This impacts the decay towards #V 0#! stability, where the decay is a percentage of the current stability.",stability_cost_modifier,Stability Cost Modifier
administrative,stability_investment,This will either give a bonus or penalty to the stability_investment we get from budget.,stability_cost_modifier,Stability Cost Modifier
administrative,stability_cost_efficiency,This impacts the efficiency of stability_investment.,stability_cost_modifier,Stability Cost Modifier
administrative,global_war_score_efficiency,This impacts how much war_score it will cost for this country to take territory.,province_warscore_cost,Province Warscore Cost
administrative,dhimmi_estate_target_satisfaction,This impacts the estate_satisfaction_equilibrium of the dhimmi_estate in this country.,all_estate_loyalty_equilibrium,All Estate Loyalty Equilibrium
colonial,,,auto_explore_adjacent_to_colony,Automatically Discover Adjacent When a Colony is Built.
colonial,,,colonists,Colonists
colonial,,,global_colonial_growth,Global Colonial Growth
colonial,,,idea_claim_colonies,Idea Claim Colonies
colonial,,,native_assimilation,Native Assimilation
colonial,,,native_uprising_chance,Native Uprising Chance
colonial,,,colonist_placement_chance,Settler Chance
colonial,may_explore,This allows a country to start explorations.,may_explore,Allows recruitment of explorers & conquistadors.
colonial,allow_open_sea_exploration,This allows a country to start explore areas that are open sea.,,
colonial,can_colonize,This determines if a country can create colonial_charters or not.,,
colonial,colonial_range,This impacts the colonial_range of a country.,,
colonial,colonial_range_modifier,This impacts the colonial_range of a country.,,
colonial,create_colonial_charter_cost_modifier,This impacts how much it costs to create a new colonial_charter.,,
colonial,exploration_mission_speed,This impacts how much exploration_progress an exploration gains each month.,,
colonial,exploration_mission_speed_modifier,This impacts how much exploration_progress an exploration gains each month.,,
colonial,exploration_preparation_time_modifier,This impacts the how long it takes for an exploration to be prepared before it can begin.,,
colonial,colonial_migration_size_modifier,This impacts how quick colonial_migration is,,
diplomatic,,,accept_vassalization_reasons,Accept Vassalization Reasons
diplomatic,,,can_transfer_vassal_wargoal,Can Transfer Vassal Wargoal
diplomatic,research_speed_modifier,This impacts the generation of research_progress of a country.,dip_tech_cost_modifier,Diplomatic Technology Cost
diplomatic,,,envoy_travel_time,Envoy Travel Time
diplomatic,,,liberty_desire_from_subject_development,Liberty Desire from Subject Development
diplomatic,,,reduced_stab_impacts,Lowered impact on stability from diplomatic actions.
diplomatic,,,monarch_diplomatic_power,Monarch Diplomatic Power
diplomatic,,,reduced_liberty_desire,Reduced Liberty Desire
diplomatic,,,reduced_liberty_desire_on_other_continent,Reduced Liberty Desire on Other Continent
diplomatic,,,reduced_liberty_desire_on_same_continent,Reduced Liberty Desire on Same Continent
diplomatic,,,reverse_relation_with_same_religion,Reverse Relation With Same Religion
diplomatic,,,vassal_forcelimit_bonus,Vassal Force Limit Contribution
diplomatic,,,vassal_income,Vassal Income
diplomatic,diplomatic_capacity_modifier,MODIFIER_TYPE_NAME_diplomatic_capacity,,
diplomatic,allow_subjects,This allows a country to have subjects.,,
diplomatic,diplomatic_annexation_efficiency,This impacts how quickly a country can be annexed diplomatically.,diplomatic_annexation_cost,Diplomatic Annexation Cost
diplomatic,diplomatic_capacity,This impacts how many diplomatic_capacity_used a country can have.,,
diplomatic,diplomatic_range_modifier,This impacts the diplomatic_range of a country.,diplomatic_reputation,Diplomatic Reputation
diplomatic,diplomatic_reputation,This impacts the diplomatic_reputation of a country.,diplomatic_reputation,Diplomatic Reputation
diplomatic,diplomatic_upkeep_efficiency,This modifies how much diplomatic_upkeep the country costs to their overlord if they were a subject.,diplomatic_upkeep,Diplomatic Upkeep
diplomatic,diplomatic_spending_cost,This impacts how much of the tax_base that is expected to be diplomatic_maintenance.,,
diplomatic,improve_relation_impact,This impacts how well a country can improve_relations.,improve_relation_modifier,Improve Relation Modifier
diplomatic,subject_pays_colonial_cost_modifier,This impacts how much a ShowSubjectTypeName('colonial_nation') gives to its overlord each month.,,
diplomatic,subject_loyalty,This impacts the subject_loyalty that the subjects of a country gets.,,
diplomatic,max_diplomats,This impacts how many diplomats a country can have in reserve.,diplomats,Diplomats
diplomatic,monthly_diplomats,This impacts how many diplomats a country can get in a month.,,
diplomatic,papal_relations,An additional bonus or penalty of the opinion GetCountry('PAP').GetName has towards a country.,papal_influence,Papal Influence
diplomatic,annexation_speed_modifier,This impacts how quickly a subject can be annexed.,diplomatic_annexation_cost,Diplomatic Annexation Cost
diplomatic,subject_income_modifier,This increases how much the subjects will pay to a country each month.,,
diplomatic,subject_opinions,This impacts the opinion that subjects have of a country.,,
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,adm_advisor_cost,Adm Advisor Cost
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,advisor_cost,Advisor Costs
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,advisor_pool,Advisor Pool
economic,,,development_cost,Development Cost
economic,,,development_cost_in_primary_culture,Development Cost in Primary Culture
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,female_advisor_chance,Female Advisor Chance
economic,,,global_allowed_num_of_buildings,Global Allowed Num of Buildings
economic,,,gold_depletion_chance_modifier,Gold Depletion Chance Modifier
economic,,,institution_spread_from_true_faith,Institution Spread from True Faith
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,mil_advisor_cost,Mil Advisor Cost
economic,,,missionary_maintenance_cost,Missionary Maintenance Cost
economic,,,global_tax_modifier,National Tax Modifier
economic,,,prestige_per_development_from_conversion,Prestige per Development from Conversion
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,same_religion_advisor_cost,Same Religion Advisor Cost
economic,,,state_maintenance_modifier,State Maintenance Modifier
economic,,,treasure_fleet_income,Treasure Fleet Income
economic,,,tribal_development_growth,Tribal Development Growth
economic,,,war_taxes_cost_modifier,War Taxes Cost Modifier
economic,aqueduct_system_max_level,This modifies how many levels the ShowBuildingTypeName('aqueduct_system') can have.,,
economic,nobles_estate_allowed_to_build_roads,This allows the nobles_estate to being construction of roads.,,
economic,accepted_culture_maintenance_cost_modifier,This impacts the ongoing game_concept_cultural_capacity cost of each accepted_culture.,num_accepted_cultures,Num Accepted Cultures
economic,enable_taxation,This allows a country to collect taxes from their estates.,,
economic,antagonism_development_impact,This impacts how much the development of a location contributes to the antagonism generated when taking it.,,
economic,artist_salary_modifier,This impacts the amount of gold that artists require.,,
economic,bank_interest,This impacts the interest for loans taken from the national bank.,interest,Interest Per Annum
economic,build_gravel_road_cost_modifier,This impacts the cost of building a ShowRoadTypeName('gravel_road') in this country.,build_cost,Construction Cost
economic,build_modern_road_cost_modifier,This impacts the cost of building a ShowRoadTypeName('modern_road') in this country.,build_cost,Construction Cost
economic,build_paved_road_cost_modifier,This impacts the cost of building a ShowRoadTypeName('paved_road') in this country.,build_cost,Construction Cost
economic,build_railroad_cost_modifier,This impacts the cost of building a ShowRoadTypeName('railroad') in this country.,build_cost,Construction Cost
economic,building_upkeep_efficiency,"This impacts how efficiently we maintain our buildings, reducing their monthly gold upkeep.",,
economic,global_build_buildings_efficiency,"This impacts how efficiently we can construct buildings across all locations in a country, reducing their gold cost.",build_cost,Construction Cost
economic,global_bureaucracy_maintenance_efficiency,This impacts how much it costs to maintain a bureaucracy in your government.,,
economic,can_build_cities,This allows us to build towns_or_cities.,,
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,same_culture_advisor_cost,Same Culture Advisor Cost
economic,cardinal_price_cost_modifier,This impacts how much it costs to get a ShowBuildingTypeName('seat_of_cardinal').,,
economic,chancery_cap_level,This modifies how many levels the ShowBuildingTypeName('chancery') can have.,,
economic,colonial_maintenance_efficiency,"This impacts how efficiently we maintain our colonial_charters, reducing their monthly gold upkeep.",,
economic,global_construction_speed,"This impacts how quickly buildings, rgo or roads are built in this country.",build_cost,Construction Cost
economic,court_spending_efficiency,This impacts the efficiency of court_maintenance spending.,,
economic,embrace_institution_cost_modifier,This impacts how much it costs to embrace an institution.,global_institution_spread,Global Institution Spread
economic,estate_building_destruction_satisfaction_impact,This impacts the estate_satisfaction of the estate that build a building when a country destroys it.,,
economic,expand_rgo_farming_cost_modifier,Expand Farming Cost,,
economic,expand_rgo_mining_cost_modifier,Expand Mining Cost,,
economic,global_rgo_build_time,This impacts how much time it takes to expand the number of pops gathering raw_materials in all locations in a country.,build_time,Construction Time
economic,exploration_maintenance_efficiency,"This impacts how efficiently we fund explorations, reducing their monthly gold cost.",,
economic,global_monthly_food_modifier,This impacts how much food is produced in all locations in a country.,production_efficiency,Production Efficiency
economic,food_purchase_efficiency,This impacts the cost in gold for when provinces need to buy food.,,
economic,global_foreign_build_buildings_efficiency,"This impacts how efficiently we can construct buildings in locations owned by another country, reducing their gold cost.",build_cost,Construction Cost
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,dip_advisor_cost,Dip Advisor Cost
economic,minting_income_factor,This impacts how much gold that a country will get from minting.,,
economic,global_institution_growth_modifier,This impacts how quickly institutions spread into all locations of this country.,global_institution_spread,Global Institution Spread
economic,monthly_loan_capacity_investment,This impacts the monthly increase of the loan_capacity of a country.,inflation_reduction,Yearly Inflation Reduction
economic,raw_material_in_province_impact,This impacts the production_efficiency for a building if the required raw_material are made in the same province.,production_efficiency,Production Efficiency
economic,global_max_rgo_size_modifier,This impacts the maximum size of all rgo in a country,,
economic,global_max_rgo_size_modifier_in_rural,This impacts the maximum size of rgo in rural_locations in a country.,,
economic,global_max_rgo_size_modifier_in_non_rural,This impacts the maximum size of rgo in towns_and_cities in a country.,,
economic,global_estate_max_tax,This impacts the maximum_tax that can be collected from all the estates in the country.,,
economic,burghers_estate_max_tax,This impacts the maximum_tax that can be collected from the burghers_estate.,,
economic,clergy_estate_max_tax,This impacts the maximum_tax that can be collected from the clergy_estate.,,
economic,peasants_estate_max_tax,This impacts the maximum_tax that can be collected from the peasants_estate.,,
economic,dhimmi_estate_max_tax,This impacts the maximum_tax that can be collected from the dhimmi_estate.,,
economic,mercenary_maintenance_efficiency,This impacts how much gold is paid for any mercenaries.,merc_maintenance_modifier,Mercenary Maintenance
economic,mercury_patio_max_level,This modifies how many levels the ShowBuildingTypeName('mercury_patio') can have.,,
economic,miaphysite_monastery_building_cost_modifier,This impacts how much it costs to build a ShowBuildingTypeName('miaphysite_monastery').,,
economic,global_mills_build_buildings_efficiency,"This impacts how efficiently we can construct mill buildings across all locations in a country, reducing their gold cost.",build_cost,Construction Cost
economic,minting_inflation_threshold,This impacts how much minting can be done for a country before they get inflation.,inflation_reduction,Yearly Inflation Reduction
economic,global_monthly_development,This impacts how much development changes monthly in all locations in a country.,development_cost,Development Cost
economic,monthly_inflation,This impacts how much inflation we will get each month.,monthly_gold_inflation_modifier,Monthly Gold Inflation Modifier
economic,num_local_governors,This determines how many ShowBuildingTypeName('local_governor') a country can build.,,
economic,orthodox_monastery_building_cost_modifier,This impacts how much it costs to build a ShowBuildingTypeName('orthodox_monastery').,,
economic,global_port_build_buildings_efficiency,"This impacts how efficiently we can construct port related buildings across all locations in a country, reducing their gold cost.",build_cost,Construction Cost
economic,global_production_efficiency,This impacts the production_efficiency in the entire country.,production_efficiency,Production Efficiency
economic,global_road_building_time,This impacts how much time it will take to build roads in a country.,build_time,Construction Time
economic,has_road_building,Allowing a country to build roads.,,
economic,global_rural_build_buildings_efficiency,"This impacts how efficiently we can construct buildings in all rural_location in a country, reducing their gold cost.",build_cost,Construction Cost
economic,spy_network_construction,This impacts how good a country is at building up spy_networks.,spy_offence,Spy Network Construction
economic,tax_income_efficiency,This impacts the tax_efficiency of a country.,,
economic,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,same_culture_advisor_cost,Same Culture Advisor Cost
economic,total_loan_capacity_modifier,This impacts the total amount of the loan_capacity a country can have.,,
economic,global_urban_build_buildings_efficiency,"This impacts how efficiently we can construct buildings in all urban_location in a country, reducing their gold cost.",build_cost,Construction Cost
economic,work_of_art_sell_value_modifier,This impacts the gold received when selling a work_of_art to another country.,,
military,,,allow_mercenary_drill,Allow Mercenary Drill
military,,,artillery_fire,Artillery Fire
military,,,artillery_level_modifier,Artillery Level Modifier
military,,,artillery_shock,Artillery Shock
military,,,backrow_artillery_damage,Backrow Artillery Damage
military,,,cavalry_fire,Cavalry Fire
military,,,cavalry_flanking,Cavalry Flanking
military,,,cav_to_inf_ratio,Cavalry to Infantry Ratio
military,,,drill_gain_modifier,Drill Gain Modifier
military,,,fire_damage,Fire Damage
military,,,fire_damage_received,Fire Damage Received
military,,,flagship_cost,Flagship Cost
military,,,free_leader_pool,Free Leader Pool
military,,,garrison_damage,Garrison Damage
military,,,global_naval_barrage_cost,Global Naval Barrage Cost
military,,,global_naval_engagement_modifier,Global Naval Engagement Modifier
military,,,global_regiment_cost,Global Regiment Cost
military,,,global_ship_cost,Global Ship Cost
military,,,global_ship_recruit_speed,Global Ship Recruit Speed
military,,,heavy_ship_cost,Heavy Ship Cost
military,,,infantry_shock,Infantry Shock
military,,,land_forcelimit_modifier,Land Force Limit Modifier
military,,,leader_cost,Leader Cost
military,,,leader_land_fire,Leader Land Fire
military,,,leader_land_manuever,Leader Land Manuever
military,,,leader_land_shock,Leader Land Shock
military,,,leader_naval_fire,Leader Naval Fire
military,,,leader_naval_manuever,Leader Naval Manuever
military,,,leader_naval_shock,Leader Naval Shock
military,,,leader_siege,Leader Siege
military,,,light_ship_cost,Light Ship Cost
military,,,manpower_in_own_culture_provinces,Manpower in Own Culture Provinces
military,,,manpower_in_true_faith_provinces,Manpower in True Faith Provinces
military,,,manpower_recovery_speed,Manpower Recovery Speed
military,,,max_general_fire,Max General Fire
military,,,max_hostile_attrition,Max Hostile Attrition
military,,,may_recruit_female_generals,May Recruit Female Generals
military,,,merc_leader_army_tradition,Merc Leader Army Tradition
military,,,mercenary_discipline,Mercenary Discipline
military,,,mercenary_manpower,Mercenary Manpower
military,,,morale_damage,Morale Damage
military,,,morale_damage_received,Morale Damage Received
military,,,naval_forcelimit_modifier,Naval Force Limit Modifier
military,,,naval_tradition_from_battle,Naval Tradition from Battle
military,,,naval_tradition_from_trade,Naval Tradition from Trade
military,,,rival_border_fort_maintenance,Rival Border Fort Maintenance
military,,,sailor_maintenance_modifer,Sailor Maintenance Modifer
military,,,sailors_recovery_speed,Sailors Recovery Speed
military,,,ship_durability,Ship Durability
military,,,ship_power_propagation,Ship Power Propagation
military,,,shock_damage,Shock Damage
military,,,shock_damage_received,Shock Damage Received
military,,,siege_blockade_progress,Siege Blockade Progress
military,,,sunk_ship_morale_hit_recieved,Sunk Ship Morale Hit Recieved
military,,,vassal_naval_forcelimit_bonus,Vassal Naval Forcelimit Bonus
military,,,yearly_army_professionalism,Yearly Army Professionalism
military,army_artillery_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('army_artillery').,artillery_cost,Artillery Cost
military,army_artillery_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('army_artillery').,land_maintenance_modifier,Land Maintenance Modifier
military,army_artillery_power,This impacts the combat ability of ShowUnitCategoryName('army_artillery') regiments.,artillery_power,Artillery Power
military,army_auxiliary_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('army_auxiliary').,infantry_cost,Infantry Cost
military,army_heavy_cavalry_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('army_heavy_cavalry').,cavalry_cost,Cavalry Cost
military,army_heavy_cavalry_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('army_heavy_cavalry').,land_maintenance_modifier,Land Maintenance Modifier
military,army_heavy_cavalry_power,This impacts the combat ability of ShowUnitCategoryName('army_heavy_cavalry') regiments.,cavalry_power,Cavalry Power
military,army_heavy_infantry_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('army_heavy_infantry').,infantry_cost,Infantry Cost
military,army_heavy_infantry_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('army_heavy_infantry').,land_maintenance_modifier,Land Maintenance Modifier
military,army_heavy_infantry_power,This impacts the combat ability of ShowUnitCategoryName('army_heavy_infantry') regiments.,infantry_power,Infantry Power
military,army_heavy_infantry_reinforce_cost_modifier,This impacts how much it costs to reinforce a ShowUnitCategoryName('army_heavy_infantry').,infantry_cost,Infantry Cost
military,army_light_cavalry_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('army_light_cavalry').,cavalry_cost,Cavalry Cost
military,army_light_cavalry_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('army_light_cavalry').,land_maintenance_modifier,Land Maintenance Modifier
military,army_light_cavalry_power,This impacts the combat ability of ShowUnitCategoryName('army_light_cavalry') regiments.,cavalry_power,Cavalry Power
military,army_light_cavalry_reinforce_cost_modifier,This impacts how much it costs to reinforce a ShowUnitCategoryName('army_light_cavalry').,cavalry_cost,Cavalry Cost
military,army_light_infantry_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('army_light_infantry').,infantry_cost,Infantry Cost
military,army_light_infantry_power,This impacts the combat ability of ShowUnitCategoryName('army_light_infantry') regiments.,infantry_power,Infantry Power
military,army_light_infantry_reinforce_cost_modifier,This impacts how much it costs to reinforce a ShowUnitCategoryName('army_light_infantry').,infantry_cost,Infantry Cost
military,global_firearms_output_modifier,This modifies the output of ShowGoodsName('firearms') in the entire country.,,
military,army_logistics_distance_modifier,MODIFIER_TYPE_NAME_army_logistics_distance,,
military,fort_limit_modifier,MODIFIER_TYPE_NAME_fort_limit,fort_maintenance_modifier,Fort Maintenance Modifier
military,global_naval_supplies_output_modifier,This modifies the output of ShowGoodsName('naval_supplies') in the entire country.,,
military,navy_galley_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('navy_galley').,,
military,navy_galley_maintenance_cost_modifier,This impacts how much it costs to maintain a ShowUnitCategoryName('navy_galley').,naval_maintenance_modifier,Naval Maintenance Modifier
military,navy_galley_power,This impacts the combat ability of ShowUnitCategoryName('navy_galley') ships.,,
military,navy_heavy_ship_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('navy_heavy_ship').,,
military,navy_heavy_ship_power,This impacts the combat ability of ShowUnitCategoryName('navy_heavy_ship') ships.,heavy_ship_power,Heavy Ship Power
military,navy_light_ship_build_cost_modifier,This impacts how much it costs to recruit a ShowUnitCategoryName('navy_light_ship').,,
military,navy_light_ship_power,This impacts the combat ability of ShowUnitCategoryName('navy_light_ship') ships.,light_ship_power,Light Ship Power
military,hanseatic_shipwright_guild_max_level,This impacts the maximum level that a ShowBuildingTypeName('hanseatic_shipwright_guild') can reach.,,
military,amount_looted_modifier,This impacts the amount an army can loot.,,
military,land_unit_attrition,This impacts how much attrition that a regiment will take.,land_attrition,Land Attrition
military,army_disembark_speed,This impacts how fast an army can disembark from a navy to an adjacent location.,,
military,army_initiative,This impacts the initiative of a regiment in battle.,,
military,always_allow_army_levies,"Allows a country to always raise their army_levies, even when they are not at war and have no rebels.",,
military,army_maintenance_efficiency,This changes how much gold and manpower is required to maintain a regiment.,regiment_manpower_usage,Regiment Manpower Usage
military,land_morale,This modifies the maximum morale that a regiment can have by a fixed amount.,land_morale,Morale of Armies
military,land_morale_modifier,This modifies the maximum morale that a regiment can have by a percentage.,land_morale,Morale of Armies
military,land_morale_attrition_cost,This impacts how much morale that an army loses every day while taking attrition.,land_attrition,Land Attrition
military,land_morale_movement_cost,This impacts how much morale that an army loses every hour while moving.,land_morale,Morale of Armies
military,land_morale_recovery,This impacts how quickly the morale of a regiment recovers when it is less than its maximum.,reinforce_speed,Reinforce Speed
military,army_movement_speed,This impacts how fast an army can move between locations.,movement_speed,Movement Speed
military,army_reinforce_efficiency,"This impacts how efficiently we can reinforce a regiment, reducing its gold and manpower cost.",regiment_manpower_usage,Regiment Manpower Usage
military,army_tradition_decay,This modifies the percentage of the current army_tradition of a regiment that decays each month.,army_tradition_decay,Army Tradition Decay
military,army_tradition_from_battle,This impacts the amount of army_tradition a country get from their armies participating in a battle.,army_tradition_from_battle,Army Tradition from Battle
military,artillery_bonus_vs_fort,This impacts the bonus that ShowUnitCategoryName('army_artillery') gives during a siege.,artillery_cost,Artillery Cost
military,assault_ability,This impacts how well an army can perform an assault.,,
military,blockade_efficiency,This impacts the blockade_capacity of a navy.,blockade_efficiency,Blockade Efficiency
military,can_convert_galleys_to_light,Can Convert Galley to Light Ships,,
military,allow_conquistadors,This allows us to gain a new army_based subject that has the ShowGovernmentReformName('conquistador_country') government_reform.,,
military,own_coast_naval_combat_bonus,This gives a bonus or penalty to navies fighting in seazones adjacent to their owned locations.,own_coast_naval_combat_bonus,Own Coast Naval Combat Bonus
military,combat_speed_modifier,This impacts the combat_speed of a regiment or ship in battle.,,
military,discipline,This impacts the discipline of a regiment.,discipline,Discipline
military,global_fort_build_buildings_efficiency,"This impacts how efficiently we can construct forts across all locations in a country, reducing their gold cost.",fort_maintenance_modifier,Fort Maintenance Modifier
military,global_defensive,This impacts how quick a siege will go against a country.,defensiveness,Fort Defense
military,fort_limit,Fort Limit,fort_maintenance_modifier,Fort Maintenance Modifier
